# metr_deep MDP table provenance.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDPNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,subject,from_entity,intermediary,to_entity,edge_type,documented_transaction,task,target_prefix,element_ids,entity_type,aliases,identifier,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDP0011,"SFF-2024 METR speculation annotation ($20,000)†",Jaan Tallinn,Survival and Flourishing Fund,"Model Evaluation and Threat Research, Inc.","annotation: SFF-2024 ($20,000)† speculation inside the $204,000, not additional dollars",SFF 2024 recommendations grid,A,MDF,C02.E2;C02.E5,recipient,,,speculation-grant annotation on recommendation,,,commitments,,,USD,SFF-2024,interval,SFF-2024,"annotated as Speculation Grant within the $204,000 recommendation",General support,,,,,"($20,000)†; deducted from remaining S-Process distribution so total meant to be granted remains $204,000.",,,,,issuer statements,GET https://survivalandflourishing.fund/2024/recommendations METR row,https://survivalandflourishing.fund/2024/recommendations,"$204,000 ($20,000)†",2026-09-16T06:04:57Z,"SFF-2024 METR $204,000 includes ($20,000)† speculation annotation",1,,"Do not add $20,000 to $204,000.",DIFFERS,,"Live fetch sff-2024-recommendations.html-20260916T060457Z. Track columns Main/Freedom/Fairness/Mean sum to $204,000. This is the speculation component of the same recommendation, not a second grant.; audit-1 2026-09-16: lane said amount_usd=20000; audit-2 2026-09-16: lane said money_type=recommendation; audit-3 2026-09-16: lane said edge_type=; lane=research/grok-out/MD09-sff-tallinn.csv#5; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDP0012,"SFF-2024 ARC speculation annotation ($50,000)†",Jaan Tallinn,Survival and Flourishing Fund,Alignment Research Center,"annotation: SFF-2024 ARC ($50,000)† speculation inside the $197,000",SFF 2024 recommendations grid,A,MDF,C02.E2;C02.E5,recipient,,EIN 86-3605182,speculation-grant annotation on recommendation,,,commitments,,,USD,SFF-2024,interval,SFF-2024,"annotated as Speculation Grant within the $197,000 recommendation",General support,,,,,"($50,000)† within $197,000; not added on top.",,,,,issuer statements,GET https://survivalandflourishing.fund/2024/recommendations ARC row,https://survivalandflourishing.fund/2024/recommendations,"$197,000 ($50,000)†",2026-09-16T06:04:57Z,"SFF-2024 ARC $197,000 includes ($50,000)† speculation annotation",1,,"Do not add $50,000 to $197,000.",DIFFERS,,"Live fetch sff-2024-recommendations.html-20260916T060457Z. Speculation component of the same recommendation, not a second grant.; audit-1 2026-09-16: lane said amount_usd=50000; audit-2 2026-09-16: lane said money_type=recommendation; audit-3 2026-09-16: lane said edge_type=; lane=research/grok-out/MD09-sff-tallinn.csv#7; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDP0013,METR issuer names SFF recommendations as a funding route,Survival and Flourishing Fund,,"METR (Model Evaluation and Threat Research, Inc.)",,,A,MDP,C02.E2;C02.E5,recipient,,EIN 99-1219864,named supporter route (recommendations),,,,,,,2026-09-16,day,,,,,,,,,,,,,issuer statements,GET https://metr.org/about funding section,https://metr.org/about,recommendations by the Survival and Flourishing Fund,2026-09-16T06:04:57Z,METR names SFF recommendations as a funding route without amounts or dates,1,,"Issuer wording is not an amount, date, or legal payer.",CONFIRMED,,"Live fetch metr-about.html-20260916T060457Z and metr-about-jina.md-20260916T060457Z. Typed as recommendation route, not as donor identity for Jaan Tallinn.; lane=research/grok-out/MD09-sff-tallinn.csv#10; review=research/agents-2026-09-16/MDREVIEW-MD09.md"
MDP0014,ARC FY2024 Schedule I exact filed purpose and monitoring text,Alignment Research Center,,Model Evaluation and Threat Research Inc,,yes,A,MDP,C02.E3;C06.E1,grantmaker,,86-3605182,,,,,,,,,,,,PROGRAM SPIN-OFF,evaluations program spin-off,,,,,,,,,funder filings,"IRS990ScheduleI PurposeOfGrantTxt; SupplementalInformationDetail FormAndLineReferenceDesc=PART I, LINE 2",https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,ENTITY GRANTED TO IS THE SPIN-OFF OF ARC'S EVALUATIONS PROGRAM AND ASSOCIATED GRANTS ARE DECIDED UPON AND TRANSFERRED ACCORDING TO A GRANT AGREEMENT.,2026-09-16T06:06:35Z,purpose and Part I line 2 explanation filed,1,the grant agreement named in Schedule I Part I line 2,The grant agreement is named but not attached (ReturnHeader binaryAttachmentCnt=0).,CONFIRMED,,Exact filed fields: PurposeOfGrantTxt=PROGRAM SPIN-OFF; GrantRecordsMaintainedInd=1; Total501c3OrgCnt=1; TotalOtherOrgCnt=0; RecipientEIN=991219864. This row inventories the text fields; it does not add a third dollar amount.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#3; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDP0015,The ARC-to-METR program transfer cannot be attributed to any single ARC funder,Alignment Research Center,,Model Evaluation and Threat Research Inc,,yes,C,MDP,C02.E3;C06.E1,,,,,,,,,,,2024-04-30,day,,,,,,,,,,,,,funder filings,IRS990ScheduleI PurposeOfGrantTxt; IRS990ScheduleB ContributorInformationGrp; IRS990 AllOtherContributionsAmt; Schedule A GiftsGrantsContriRcvd170Grp,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<PurposeOfGrantTxt>PROGRAM SPIN-OFF</PurposeOfGrantTxt>,2026-09-16T06:06:35Z,"transfer purpose names a program spin-off, not a funder; Schedule B identities RESTRICTED",1,,Schedule B ContributorNum/Name/Amount all RESTRICTED on the public e-file. This lane does not deanonymize it.,CONFIRMED,,"Explicit non-attribution: the 2024-04-30 Schedule I/N transfer is an intra-group program spin-off of ARC's evaluations program. Public ARC funders recorded in this lane (Open Philanthropy recommendations; FTX Foundation $1.25M received in 2022 and returned in 2024 per alignment.org/funding-from-ftx/) and unnamed Schedule A gift totals for 2021-2024 produced ARC's asset pool; the transfer cannot be attributed to any single ARC funder. AllOtherContributionsAmt=5219333 for FY2024 with no named payer. RelatedOrganizationsAmt is absent on the ARC return (contributions are AllOtherContributionsAmt only). FTX Foundation is not merged with Open Philanthropy's November 2022 $1,250,000 recommendation; those are two different $1.25M figures from two legal entities.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#11; review=research/agents-2026-09-16/MDREVIEW-MD12.md"
MDP0016,No donor restriction stated on the Schedule I program-transfer line,Alignment Research Center,,Model Evaluation and Threat Research Inc,,yes,D,MDP,C02.E3;C06.E1,,,,,,,,,,,2024-04-30,day,,,no restriction stated in Schedule I PurposeOfGrantTxt (PROGRAM SPIN-OFF),,,,,,,,,,funder filings,PurposeOfGrantTxt; DonorRstrOrQuasiEndowmentsInd; DonorRestrictionNetAssetsGrp,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,<PurposeOfGrantTxt>PROGRAM SPIN-OFF</PurposeOfGrantTxt>,2026-09-16T06:06:35Z,no restriction stated on the transfer purpose line,1,the named grant agreement (not attached),Absence of restriction text on Schedule I is not proof that the unattached grant agreement is unrestricted.,CONFIRMED,,No restriction is stated in the checked Schedule I purpose field. DonorRstrOrQuasiEndowmentsInd=0. Schedule I Part I line 2 names a grant agreement; ReturnHeader binaryAttachmentCnt=0 so the agreement is not in this public e-file.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#14; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDP0017,ARC with-donor-restriction net assets went from 1146000 to 0 in FY2024; filing does not state they rode the METR transfer,,,,,no,D,MDP,C02.E3;C06.E1,,,86-3605182,,,,,,,,2024-12-31,day,ARC FY2024,,DonorRestrictionNetAssetsGrp EOYAmt=0; not tied by the return to the Schedule I recipient,,,,,,,,,,funder filings,DonorRestrictionNetAssetsGrp BOYAmt/EOYAmt on 202513219349323246_public.xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,"<DonorRestrictionNetAssetsGrp>
        <BOYAmt>1146000</BOYAmt>
        <EOYAmt>0</EOYAmt>",2026-09-16T06:06:35Z,restricted net-asset balance dropped to zero in the transfer year; no statement that this amount was transferred to METR,1,,Do not treat the 1146000 BOY restricted balance as a component of CashGrantAmt or as a restriction that METR received. The return does not make that link.,CONFIRMED,,"NoDonorRestrictionNetAssetsGrp BOYAmt=5988612 EOYAmt=3299798. Contemporaneous drop in donor-restricted net assets is recorded as a separate fact from the Schedule I purpose line, which states no restriction. alignment.org/funding-from-ftx/ states a $1.25M FTX Foundation grant was set aside and later returned in 2024 to the FTX bankruptcy estate (less legal and administrative expenses). The 990 does not identify DonorRestrictionNetAssetsGrp BOYAmt=1146000 as that FTX amount; 1250000 is not 1146000; do not treat them as the same line or as a restriction on the METR transfer.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#15; review=research/agents-2026-09-16/MDREVIEW-MD12.md"
MDP0018,ARC donate page: current every.org donations to ARC are unrestricted (not a statement about the 2024 transfer),every.org,,Alignment Research Center,,no,D,MDP,C02.E3;C06.E1,,,,,,,,,,,,,,,unrestricted (current donate-page instruction; not the METR transfer),,,,,,,,,,self-statements,GET https://alignment.org/donate ; Donating via every.org list,https://alignment.org/donate,"All donations are unrestricted, even if you give to a specific fundraiser. Every.org re-grants to ARC as a batched, unrestricted donation.",2026-09-16T06:07:38Z,current ARC donate-page restriction statement,1,,"This is about present-day donations to ARC via every.org, not about the 2024-04-30 program transfer to METR. every.org is a processor, not merged with ARC.",CONFIRMED,,Recorded so the unrestricted-donation language is not silently applied to the Schedule I transfer. No restriction is stated in the checked Schedule I document for that transfer.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#17; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDP0019,ARC set aside the FTX Foundation $1.25M and stated it would not spend it,FTX Foundation,,Alignment Research Center,,no,D,MDP,C02.E3;C06.E1,,,,,,,,,,,2022-11-15,day,page published 2022-11-15; set-aside language on that page,,set aside and not spend it (ARC issuer statement; not a Schedule I restriction on the METR transfer),,,,,,,,,,self-statements,GET https://www.alignment.org/funding-from-ftx/ ; set-aside paragraph,https://www.alignment.org/funding-from-ftx/,in the meantime we will set aside the money and not spend it.,2026-09-16T06:52:25Z,set-aside / do-not-spend statement on ARC FTX page,1,,This restriction is ARC's public hold on FTX Foundation funds. It is not stated on the Schedule I PROGRAM SPIN-OFF line and is not identified as DonorRestrictionNetAssetsGrp=1146000.,CONFIRMED,,Quoted from the live page body. Wayback id_ 20240613222155 still has the set-aside sentence and does not yet have the 2024 return sentence (live dateModified=2024-06-17T19:47:18.000Z). Not a restriction stated on the METR transfer document.; lane=research/grok-out/MD12-arc-spinout-provenance.csv#31; review=research/agents-2026-09-16/MDREVIEW-MD12.md
MDP0020,METR named pooled/regrant routes,Longview Philanthropy; Effektiv Spenden; Survival and Flourishing Fund,,METR (Model Evaluation and Threat Research),recipient names pooled and recommendation routes without amounts,,A,MDE,C02.E5;C06.E1,recipient,METR; Model Evaluation and Threat Research,EIN 99-1219864,named pooled-fund / recommendation supporter class,,,,,,,,undated,,,,,,,,,,,,,issuer statements,GET https://metr.org/about (live HTML; funding paragraph),https://metr.org/about,"pooled funds such as those of Longview Philanthropy and Effektiv Spenden; recommendations by the Survival and Flourishing Fund; and many others, such as David Farhi, Geoff Ralston, Dylan Field and Steve Newman.",2026-09-16T06:06:36Z,METR names Longview Philanthropy and Effektiv Spenden as pooled funds and SFF as recommendations; no amounts,1,each route's own grant page / filing showing a payment,A thank-you is not a payment and does not name a fund vintage or amount.,DIFFERS,,Live re-fetch of METR issuer page (not copied from STATE.md). Routes METR names: Longview Philanthropy; Effektiv Spenden; recommendations by the Survival and Flourishing Fund. Saved research/primary/MD10-longview-pooled-regrants/metr-org-about-20260916T060636Z.html. Public-read-only.; audit-1 2026-09-16: lane said money_type=commitment; audit-2 2026-09-16: lane said ledger=commitments; audit-3 2026-09-16: lane said edge_type=; lane=research/grok-out/MD10-longview-pooled-regrants.csv#1; review=research/agents-2026-09-16/MDREVIEW-MD10.md
MDP0021,Longview AI page METR profile (amount undisclosed),Longview Philanthropy (brand),,METR,route profiles the grantee without an amount,,A,MDF,C02.E5;C06.E1,grantmaker,Longview Philanthropy,brand (not a legal filer),profiled AI grantee,,,,,,,,undated,,undisclosed,,,,,,,,,,,issuer statements,GET https://www.longview.org/artificial-intelligence/,https://www.longview.org/artificial-intelligence/,"METR is building the tools to find out. METR has evaluated GPT-5, Claude 4, and other cutting-edge models before public release—testing for dangerous capabilities and vulnerabilities. METR continues to collaborate with frontier labs and governments and helps them understand how to test, deploy, and",2026-09-16T06:06:36Z,"METR profiled; no dollar amount, date, or fund name on this page",1,ECF/FAIF grant report or legal-filer grant schedule naming METR with amount,Route own materials here disclose the grantee not the money.,DIFFERS,,"Longview's own AI grantmaking page. Fund brand, not Longview Philanthropy USA Inc or Longview Inc. Ltd. Saved longview-ai-20260916T060636Z.html.; audit-1 2026-09-16: lane said money_type=recommendation; audit-2 2026-09-16: lane said edge_type=; lane=research/grok-out/MD10-longview-pooled-regrants.csv#2; review=research/agents-2026-09-16/MDREVIEW-MD10.md"
MDP0022,"Longview $220,000 is a recommendation, not a recovered payment",Longview Philanthropy public fund / ECF,Giving What We Can,ARC Evals / METR,,no,C,MDP,C02.E5;C06.E1,,,,,,,,recommendation,220000,USD,2023,year,,recommendation only in recovered documents,,,,,,,,,,,issuer statements,"Longview ECF page + Aug 2023 grants report + GWWC locator (same $220,000)",https://www.longview.org/fund/emerging-challenges-fund/,All funds are disbursed based on recommendations by Longview Philanthropy.</p>,2026-09-16T06:06:36Z,explicit: recovered Longview-to-METR figure is a recommendation,1,"a Longview USA Inc or Longview Inc. Ltd grant-schedule line, a METR receipt, or an unredacted Schedule B showing payment of the $220,000","ECF page says disbursements follow recommendations; the $220,000 document recovered is still the recommendation/report, not the wire.",CONFIRMED,,Do not upgrade money_type to paid_grant without a payment document. Saved longview-emerging-challenges-20260916T060636Z.html.; lane=research/grok-out/MD10-longview-pooled-regrants.csv#20; review=research/agents-2026-09-16/MDREVIEW-MD10.md
