# metr_deep MDR table relationships.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:10Z; ids MDRNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,subject,to_entity,relationship_type,start_date,end_date,task,target_prefix,element_ids,entity_type,aliases,identifier,from_entity,intermediary,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDR0044,"Paul Christiano OpenAI Foundation Board / SSC (issuer statement; counterpart of Cotra disclosure, not Cotra's board role)",OpenAI Foundation Board; OpenAI Group PBC Board (non-voting observer); Safety and Security Committee,board role,,,B,MDR,C08.E2,individual,,,Paul Christiano,,,,,,2026-09-09,day,,,,"OpenAI / Hugging Face incident investigation, August 2026",OpenAI,,,,,,,Christiano board/SSC role is his; not a board role of Ajeya Cotra or of METR,board role of the disclosed spouse (kept separate from Cotra's close-personal-relationship row and from any METR-staff board role),,issuer statements,GET https://openai.com/index/paul-christiano-joins-openai-foundation-board/ (live HTTP 403; r.jina.ai),https://openai.com/index/paul-christiano-joins-openai-foundation-board/,We’re announcing the appointment of Paul Christiano to the OpenAI Foundation Board. He will be a non-voting observer on the OpenAI Group PBC Board.,2026-09-16T09:31:52Z,"OpenAI issuer names Christiano's Foundation Board, PBC observer, and SSC appointment",1,,"OpenAI, not Anthropic. Not C05.E1. Live openai.com GET HTTP 403 from this host; body from r.jina.ai. METR HF footnote says SSC join was Sep 9 after the Aug 26 report.",CONFIRMED,,"Primary research/primary/MD30-project-staff-conflicts/openai-christiano-foundation-board-jina-20260916T093152Z.md. Live 403 saved as openai-christiano-foundation-board-20260916T093037Z.html. This board role is not assigned to Ajeya Cotra. Embargo: nothing sent, nobody contacted, the approximately $71 million composition not asked. no_kevinnbass_sources. Lineage L28 evaluator-people not run; METR-specific public documents only. staff_origins.csv used as a lead list, never copied as a source.; lane=research/grok-out/MD30-project-staff-conflicts.csv#24; review=research/agents-2026-09-16/MDREVIEW-MD30.md"
MDR0045,Public-only constraint: close-personal-relationship facts used in this lane,,stated close personal relationship,,,C,MDR,C08.E2,project,,,,,,,,,,,,,,Frontier Risk Report; Hugging Face incident investigation,,,,,,,,only METR's own public sentences; the FRR six remain unnamed,,,project documents,GET FRR Table A.1 2.4.6; GET HF blog footnotes 1–2,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,This post was edited on 9/13/2026 to add footnotes on Ajeya Cotra and Ryan Greenblatt.,2026-09-16T09:30:37Z,public METR disclosures only; no inferred private relationship,2,,No probabilistic matching. No bio-adjacency promoted to a stated relationship. Unpublished personal information not recorded.,CONFIRMED,,"Primary research/primary/MD30-project-staff-conflicts/metr-org-hf-incident-blog-20260916T093037Z.html. Task C: Cotra–Christiano and Greenblatt–Barnes are METR public footnotes. FRR 'at least 6' is public and unnamed. Embargo: nothing sent, nobody contacted, the approximately $71 million composition not asked. no_kevinnbass_sources. Lineage L28 evaluator-people not run; METR-specific public documents only. staff_origins.csv used as a lead list, never copied as a source.; lane=research/grok-out/MD30-project-staff-conflicts.csv#26; review=research/agents-2026-09-16/MDREVIEW-MD30.md"
MDR0046,William Saunders — recent lab employment (public team bio; named in 2024 annual report),OpenAI,recent lab employment,,,B,MDR,C08.E2,individual,,,William Saunders,,,,,,,,,,,METR 2024 Annual Report,,,,,,,,team page: most recently worked on the alignment team at OpenAI; annual report: formerly of OpenAI,recent lab employment (not simultaneous; not equity; not a stated close personal relationship; not a board role),,self-statements,GET https://metr.org/team/william-saunders/,https://metr.org/team/william-saunders/,William Saunders most recently worked on the alignment team at OpenAI,2026-09-16T09:30:37Z,public bio states prior OpenAI alignment-team work; page also says he is no longer affiliated with METR,1,,"Named in the 2024 annual report staff list, not in the FRR Contributors list. Bio is former employment, not simultaneous work. Not Anthropic. Not C05.E1. Google/Ought prior roles are not this OpenAI fact.",CONFIRMED,,"Primary research/primary/MD30-project-staff-conflicts/metr-team-william-saunders-20260916T093037Z.html. Annual-report corroboration in sibling primary metr-org-2024-annual-report-20260916T093037Z.txt ('William Saunders, formerly of'). Embargo: nothing sent, nobody contacted, the approximately $71 million composition not asked. no_kevinnbass_sources. Lineage L28 evaluator-people not run; METR-specific public documents only. staff_origins.csv used as a lead list, never copied as a source.; lane=research/grok-out/MD30-project-staff-conflicts.csv#42; review=research/agents-2026-09-16/MDREVIEW-MD30.md"
MDR0047,Ryan Greenblatt (Redwood Research) thanks line and non-public-access footnote,Redwood Research,affiliation as parenthesized in the report,,,A,MDR,C08.E2,individual,Redwood Research,,Ryan Greenblatt,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,project documents,GET HTML #contributors thanks paragraph and li#fn:66,https://metr.org/blog/2026-05-19-frontier-risk-report/,Ryan Greenblatt (Redwood Research) for sharing supplemental evaluation results on public models,2026-09-16T09:27:52Z,Ryan Greenblatt parenthesized as Redwood Research; fn66: did not have non-public access; program restricted to METR employees and a small number of contractors,1,,Amber Ace has no employer named on HTML. PDF adds Parker Whitfill and Khalid Mahamud for a survey (A12).,CONFIRMED,,"HTML fn66: 'Ryan Greenblatt did not have non-public access through this program, which was restricted to METR employees and a small number of contractors.'; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#A14; review=research/agents-2026-09-16/MDREVIEW-MD28.md"
MDR0048,Ajeya Cotra public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/ajeya-cotra/,Ajeya Cotra,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Ajeya Cotra,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Ajeya Cotra"" data-slug=""ajeya-cotra"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Ajeya Cotra listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing (report lead); Company engagement.,1,https://metr.org/team/ajeya-cotra/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C01; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0049,Hjalmar Wijk public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/hjalmar-wijk/,Hjalmar Wijk,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Hjalmar Wijk,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Hjalmar Wijk"" data-slug=""hjalmar-wijk"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Hjalmar Wijk listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing; Company engagement; Evaluations and infrastructure (oversaw evaluations per HTML fn65).,1,https://metr.org/team/hjalmar-wijk/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C02; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0050,Daniel Filan public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/daniel-filan/,Daniel Filan,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Daniel Filan,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Daniel Filan"" data-slug=""daniel-filan"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Daniel Filan listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing; Evaluations and infrastructure.,1,https://metr.org/team/daniel-filan/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C03; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0051,Nikola Jurkovic public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/nikola-jurkovic/,Nikola Jurkovic,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Nikola Jurkovic,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Nikola Jurkovic"" data-slug=""nikola-jurkovic"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Nikola Jurkovic listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing; Company engagement; Evaluations and infrastructure.,1,https://metr.org/team/nikola-jurkovic/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C04; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0052,Charles Foster public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Policy Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/charles-foster/,Charles Foster,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Charles Foster,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Charles Foster"" data-slug=""charles-foster"" data-role=""Policy Staff""",2026-09-16T09:34:00Z,Charles Foster listed on metr.org/about team cards as Policy Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing; Company engagement; Design.,1,https://metr.org/team/charles-foster/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C05; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0053,Beth Barnes public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Founder, CEO (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/beth-barnes/,Beth Barnes,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Beth Barnes,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Beth Barnes"" data-slug=""beth-barnes"" data-role=""Founder, CEO""",2026-09-16T09:34:00Z,"Beth Barnes listed on metr.org/about team cards as Founder, CEO in Wayback id_ 20260519102303 (publication day). FRR names this person for: Writing.",1,https://metr.org/team/beth-barnes/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C06; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0054,Chris Painter public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR President (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/chris-painter/,Chris Painter,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Chris Painter,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Chris Painter"" data-slug=""chris-painter"" data-role=""President""",2026-09-16T09:34:00Z,Chris Painter listed on metr.org/about team cards as President in Wayback id_ 20260519102303 (publication day). FRR names this person for: Company engagement.,1,https://metr.org/team/chris-painter/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C07; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0055,Lucas Sato public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/lucas-sato/,Lucas Sato,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Lucas Sato,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Lucas Sato"" data-slug=""lucas-sato"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Lucas Sato listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Company engagement; Evaluations and infrastructure.,1,https://metr.org/team/lucas-sato/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C08; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0056,David Rein public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/david-rein/,David Rein,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for David Rein,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""David Rein"" data-slug=""david-rein"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,David Rein listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/david-rein/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C09; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0057,Joel Becker public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/joel-becker/,Joel Becker,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Joel Becker,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Joel Becker"" data-slug=""joel-becker"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Joel Becker listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/joel-becker/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C10; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0058,Megan Kinniment public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/megan-kinniment/,Megan Kinniment,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Megan Kinniment,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Megan Kinniment"" data-slug=""megan-kinniment"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Megan Kinniment listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/megan-kinniment/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C11; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0059,Mischa Spiegelmock public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/mischa-spiegelmock/,Mischa Spiegelmock,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Mischa Spiegelmock,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Mischa Spiegelmock"" data-slug=""mischa-spiegelmock"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Mischa Spiegelmock listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/mischa-spiegelmock/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C12; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0060,Nate Rush public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/nate-rush/,Nate Rush,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Nate Rush,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Nate Rush"" data-slug=""nate-rush"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Nate Rush listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure (HTML fn65: oversaw evaluations with Hjalmar Wijk).,1,https://metr.org/team/nate-rush/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C13; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0061,Neev Parikh public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/neev-parikh/,Neev Parikh,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Neev Parikh,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Neev Parikh"" data-slug=""neev-parikh"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Neev Parikh listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/neev-parikh/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C14; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0062,Paarth Shah public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/paarth-shah/,Paarth Shah,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Paarth Shah,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Paarth Shah"" data-slug=""paarth-shah"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Paarth Shah listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/paarth-shah/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C15; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0063,Pip Arnott public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/pip-arnott/,Pip Arnott,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Pip Arnott,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Pip Arnott"" data-slug=""pip-arnott"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Pip Arnott listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/pip-arnott/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C16; review=research/agents-2026-09-16/MDREVIEW-MD28.md
MDR0064,Rasmus Faber-Espensen public METR affiliation at report publication date 2026-05-19,Model Evaluation and Threat Research,"METR Technical Staff (about-page card, Wayback 20260519102303id_)",,,C,MDR,C08.E2,individual,,/team/rasmus-faber-espensen/,Rasmus Faber-Espensen,,,,,,2026-05-19,day,,,,METR Frontier Risk Report (February to March 2026),,,,,,,,,,,archives,GET https://web.archive.org/web/20260519102303id_/https://metr.org/about ; parse card-title/card-role for Rasmus Faber-Espensen,https://web.archive.org/web/20260519102303id_/https://metr.org/about,"data-name=""Rasmus Faber-Espensen"" data-slug=""rasmus-faber-espensen"" data-role=""Technical Staff""",2026-09-16T09:34:00Z,Rasmus Faber-Espensen listed on metr.org/about team cards as Technical Staff in Wayback id_ 20260519102303 (publication day). FRR names this person for: Evaluations and infrastructure.,1,https://metr.org/team/rasmus-faber-espensen/,Live 2026-09-16 about/team titles are later and are not applied backward (D04). Card text is the dated public title.,CONFIRMED,,Saved research/primary/MD28-frontier-risk-report-coi/wayback-about-20260519102303id-20260916T093400Z.html sha256=ce7a01a32251fe98fd10b90fb1303b1a005983e7a16e20429cab3bbbacbdcca7. FRR HTML also names this person (A09–A13). Unnamed 'at least 6' not identified from this roster.; lane=research/grok-out/MD28-frontier-risk-report-coi.csv#C17; review=research/agents-2026-09-16/MDREVIEW-MD28.md
